Criterio umbral,Umbral,Accuracy,Precision,Sensibilidad,Especificidad,F1-score,AUC-ROC,TN,FP,FN,TP
Youden,0.9226,0.8125,1.0,0.7857,1.0,0.88,0.8348,4,0,6,22
