Modelo,Umbral,Accuracy,Aciertos,Total prueba,TN,FP,FN,TP,Precision macro,Sensibilidad macro,F1 macro,Precision ponderada,Sensibilidad ponderada,F1 ponderado
MLP binario (2L-64N-lr0.1),0.5,0.7812,25,32,3,1,6,22,0.6449,0.7679,0.6621,0.8786,0.7812,0.8126
